kill,abilityPower,armor,attackDamage,attackSpeed,healthMax,lifesteal,magicResist,movementSpeed,powerMax,y
-3,155,-70,82,-393,-185,2,-27,-89,2713,0
-3,70,-95,56,-288,-745,1,-38,-301,2596,0
0,109,-86,57,-235,-607,1,-26,-255,2743,0
-2,18,-86,87,-172,-506,1,-1,-20,2796,1
-2,106,-132,23,-211,-882,0,0,-84,2704,0
-5,139,-140,62,-372,-1333,0,-2,-70,2809,0
-5,137,-180,69,-224,-1074,0,-30,-74,2899,0
-5,-43,-218,-32,-308,-1296,0,-33,-438,2791,0
-9,-28,-229,-101,-580,-1472,7,-37,67,2701,0
-9,-28,-229,-43,-396,-1472,7,-37,176,2701,0
0,0,10,0,0,-52,0,2,25,21,1
0,41,16,11,0,93,0,-22,28,-459,1
0,41,16,10,0,87,0,-22,28,-487,1
0,41,15,11,32,69,0,-23,-227,-552,1
0,41,18,14,3,152,0,-23,30,-576,1
0,41,6,16,24,-41,0,-52,80,-484,1
0,21,18,17,59,226,0,-48,228,-188,1
-1,41,10,22,87,-51,16,-51,-90,-339,1
-1,18,2,31,62,188,0,-71,128,-635,1
0,25,5,46,120,334,1,-72,-187,-618,1
1,93,-15,46,83,268,1,-73,-10,-575,1
0,93,-18,48,79,2,1,-49,200,-595,1
-2,93,-9,74,119,-113,9,-76,447,-645,1
-2,93,-21,64,88,-98,27,-87,104,-672,1
-1,75,-42,70,117,-469,10,-87,-165,-620,1
-1,95,-45,63,85,-547,10,-88,5,-602,1
-3,120,-74,56,115,-637,10,-61,96,-527,1
-3,60,-80,-8,118,-756,10,-63,77,-785,1
-3,80,-37,-10,143,-498,11,-31,25,-686,1
-2,139,-41,-25,115,-575,12,-34,134,-1335,1
-3,155,-45,-8,194,-611,12,-90,133,-980,1
-3,215,-37,-13,149,-874,12,-66,44,-1126,1
-2,217,-28,-23,272,-1153,51,-61,457,-1031,1
1,223,-12,26,178,-854,7,-55,595,-858,1
1,268,5,27,177,-512,14,-46,177,-858,1
2,334,26,30,180,-717,14,-45,383,-882,1
0,314,14,18,148,-960,14,-53,-349,-999,1
0,359,44,4,185,-1076,14,-54,134,-953,1
4,371,38,16,280,-1385,14,-30,205,-1025,1
4,351,81,88,203,-1168,14,-24,509,-862,1
4,428,38,121,222,-1625,14,-11,29,-968,1
4,645,31,275,197,-1556,14,-7,212,-881,1
4,760,32,315,229,-1817,14,-6,380,-821,1
4,760,27,310,362,-1835,14,-8,226,-850,1
5,510,85,183,183,-2018,14,20,396,-444,1
9,506,42,171,284,-1939,14,-186,233,-324,1
10,506,103,174,247,-1802,34,28,498,-270,1
0,0,20,0,0,190,0,-5,5,107,1
0,21,14,-25,7,310,0,-5,-29,107,1
0,22,15,-3,26,319,0,-5,-196,93,1
0,27,14,-27,30,271,0,-8,-95,154,1
2,33,28,-28,27,544,0,-4,98,371,1
3,33,56,3,40,872,1,0,19,513,1
3,34,52,36,34,916,1,0,-224,578,1
5,79,50,15,-2,874,2,-2,-89,532,2
6,98,54,46,34,993,2,0,-92,940,2
8,100,53,9,30,981,2,-2,-199,1008,2
8,7,54,53,29,796,2,-4,89,946,2
11,7,64,156,114,1319,3,0,58,1117,2
14,6,60,107,162,1455,4,-3,38,1052,2
15,28,61,83,117,1688,4,-9,-114,1149,2
19,78,74,81,122,2113,-3,-5,-401,1527,2
18,104,74,127,133,2238,-3,-5,-7,1508,2
21,110,76,120,193,2188,-3,-5,-112,1487,2
26,118,89,165,204,2620,-4,-1,-456,1617,2
28,129,102,155,190,2739,-4,2,78,1679,2
28,135,102,155,160,2739,-4,2,-93,1679,2
0,0,3,0,0,64,0,-6,-30,-212,1
0,-3,3,-13,-3,59,0,2,-30,-212,1
0,-23,3,-14,-54,62,-5,2,-166,-187,1
0,-3,7,-8,-75,153,-20,3,53,-164,1
1,-17,0,7,-41,9,-4,2,-98,-259,1
2,16,7,13,-73,-101,-13,3,-30,37,1
5,24,16,-10,-41,78,-13,7,-50,184,1
8,42,16,16,-2,252,3,7,-212,-144,1
9,52,35,50,47,120,-12,8,-201,-150,1
11,60,-2,21,-44,449,-1,9,-53,-96,2
10,62,4,21,170,158,-6,6,335,-243,1
11,74,13,28,57,350,12,8,-203,-130,1
11,102,-24,-9,-23,136,-5,-28,-266,-274,1
10,82,-9,5,-6,99,13,-17,-174,-484,1
10,153,-17,13,26,-194,-15,-22,-53,-314,1
10,157,-43,19,131,-130,13,-24,40,-524,1
11,149,-38,6,124,2,13,-23,-118,-434,1
15,150,-64,13,157,206,13,-46,-362,-362,1
18,170,3,-4,6,636,13,5,819,-225,2
21,161,-55,-8,34,636,13,-38,-105,-225,2
0,0,11,0,0,180,0,4,10,-372,1
0,9,17,-8,-16,130,0,-4,38,-372,1
0,13,15,-15,-33,59,0,-5,186,-375,1
0,18,16,-28,-22,31,0,-5,87,-370,1
2,9,19,35,46,79,0,-2,105,-568,1
2,34,21,34,-30,330,0,-1,-45,-547,1
2,39,17,12,-87,189,0,-3,-59,-736,1
1,49,43,17,-110,654,0,0,163,-693,1
0,49,38,17,-130,848,0,-1,68,-763,1
-1,22,58,-20,-32,668,0,-1,93,-741,1
0,14,63,-19,-64,746,0,1,-29,-710,1
-1,-21,88,-39,-138,840,0,3,323,-719,1
-3,30,120,-58,-165,900,0,25,285,-801,2
-3,-10,116,-51,-206,809,0,24,-116,-1133,1
-2,-56,117,-29,-210,780,-1,49,80,-894,2
-3,7,140,-33,-85,1190,-1,49,78,-1240,2
-5,7,153,-66,-149,1006,-1,21,295,-1353,2
-6,-16,157,-53,-253,1127,-1,21,-3,-1306,2
-8,-16,155,-23,-259,1034,-1,22,-108,-1369,1
-7,-14,180,-102,-205,901,-1,29,-154,-1049,2
-9,-27,165,-113,-300,406,-1,23,3,-1182,1
-13,-44,178,-135,-295,564,-1,23,-31,-1159,0
-14,-62,169,-198,-343,93,-1,-20,-402,-1506,0
-16,-74,221,-209,-344,345,-1,-15,-7,-1482,0
-17,-66,197,-201,-301,700,-1,-68,456,-1410,0
-18,-38,197,-201,-253,700,-1,-68,84,-1410,0
0,0,12,0,0,-28,0,9,-15,-144,1
0,0,5,-2,-17,117,0,7,338,-144,1
0,0,18,7,-13,192,0,17,28,-151,1
0,0,80,9,18,214,0,29,-15,-322,1
0,0,4,7,-68,162,0,8,67,-455,1
-1,-121,15,9,-1,109,0,18,-58,-805,1
-1,-121,2,-2,-12,365,0,6,-56,-942,1
-1,-125,8,30,5,992,0,10,10,-1025,1
0,-125,80,16,-95,824,-1,28,-200,-855,1
-2,-118,40,-5,-85,812,-2,16,-55,-946,1
-1,-107,13,0,-83,909,5,-9,-310,-838,1
-1,-71,46,-34,-132,807,-2,27,-99,-849,1
0,-168,80,-29,-109,983,-3,46,-60,-1131,2
-1,-127,95,-44,-114,824,-3,66,-60,-1166,2
-3,-197,119,-79,-138,895,-4,64,-209,-1174,2
-4,-199,120,-85,-109,1013,-5,64,-110,-1180,2
-3,-179,110,-82,-85,591,-5,60,-115,-1238,1
-4,-172,85,-68,-181,638,-6,36,324,-1194,1
-7,-235,97,-99,-109,847,-6,47,-34,-1221,1
-7,-320,87,-102,-73,737,-6,46,240,-1286,1
-5,-295,71,-85,-96,762,-6,26,366,-1267,1
-4,-235,148,-107,-88,1285,-6,46,-133,-1162,2
-1,-235,100,-88,-16,1590,-6,34,426,-855,2
1,-255,130,-81,-42,1812,-6,50,284,-765,2
2,-138,226,6,-30,2545,-6,57,137,-578,2
5,-147,199,-51,-32,2470,-6,40,-252,-730,2
5,-147,269,-63,-5,2573,-6,40,-244,-480,2
5,-292,269,-151,-32,2746,-6,42,-45,-479,2
1,-227,268,-148,-133,2293,-6,63,-369,-642,2
1,-286,257,-175,-11,1852,-6,57,-206,-730,2
1,-321,252,-184,-18,1852,-6,53,-177,-722,2
5,-321,550,-212,143,2170,-6,84,109,-586,2
5,-371,561,-212,-11,2183,-6,75,364,-586,2
0,0,-1,0,0,71,0,0,-5,14,1
0,-9,-7,38,-12,-39,0,8,0,14,1
0,-9,-7,38,-13,-39,0,8,-5,-33,1
0,-9,3,42,7,38,0,7,144,207,1
1,-21,-8,52,-11,-62,0,4,-5,144,1
1,19,-3,56,26,-119,0,5,20,253,1
3,22,-5,46,41,-242,0,7,-210,320,1
3,2,-17,29,73,-514,0,1,20,650,1
2,-44,-37,79,19,-596,0,2,-191,703,1
2,-71,-34,104,38,-443,0,2,-50,831,1
3,-87,-30,109,-28,-366,0,2,-185,963,1
2,-136,-31,134,-15,-369,0,1,43,1026,1
2,-111,-11,134,171,-316,0,2,51,1092,1
2,-169,12,108,-30,-428,0,30,-166,1109,1
2,-204,-32,167,-18,-478,0,26,221,1199,1
5,-176,-17,175,87,-226,-1,30,-506,1162,1
5,-178,-18,206,25,-237,0,29,129,1210,1
7,-143,-14,201,105,98,0,32,-57,1626,1
7,-177,-10,231,233,255,0,34,69,1774,1
7,-175,-20,249,114,217,0,30,258,1741,1
7,-118,-8,290,200,872,-7,60,-265,1958,1
10,1,18,263,8,192,-7,83,267,1791,2
11,-22,23,304,139,308,-7,94,-150,1886,2
12,-154,53,304,136,192,-7,86,52,1956,2
14,-31,79,371,94,715,-7,100,-149,2381,2
16,-121,92,364,153,1170,-7,119,-23,2551,2
15,-122,292,383,230,952,-7,228,177,2464,2
22,-253,109,355,153,1099,-7,150,83,2611,2
0,0,-3,0,0,33,0,-2,-20,-67,1
0,35,9,-16,-33,155,0,-10,-17,-67,1
0,35,9,-12,-32,139,0,-10,-17,-42,1
0,23,9,-4,-63,140,0,-12,10,-94,1
1,47,-6,1,-54,87,0,-12,227,38,1
3,-10,-2,4,-78,205,0,-9,-17,-495,1
1,-12,7,-21,-57,-202,0,-13,165,-594,1
2,27,13,21,-108,189,0,-11,38,-827,1
4,47,13,9,-36,48,0,-12,56,-888,1
4,58,17,22,-77,44,0,-10,48,-928,1
7,54,2,11,-5,-12,0,-10,-265,-923,1
7,94,13,-8,-117,-363,-7,-37,-40,-1024,1
6,186,-4,52,-57,441,-7,-37,-134,-1038,1
7,198,-40,69,-92,265,-7,-58,-47,-734,1
8,240,-22,29,-168,66,-7,-44,-270,-194,1
8,215,-8,18,-190,890,-14,-44,29,-191,2
7,175,-9,14,-191,467,-14,-47,190,-523,1
8,202,-14,56,-31,787,-14,-53,34,-298,1
12,166,13,53,-184,1271,-15,-43,141,-240,2
12,275,-4,66,-172,1235,-15,-46,-235,-99,2
9,301,-31,92,-237,608,-15,-54,10,-303,1
12,263,-35,75,37,324,-16,-51,-221,-601,1
16,271,-19,74,-159,418,-16,-71,154,-543,2
16,369,-2,115,-195,989,-16,-84,-220,-459,2
15,475,-9,180,-195,1513,-16,-68,-156,-439,2
13,422,-78,132,-230,605,-16,-71,-28,-541,1
15,426,-101,157,-222,900,-16,-109,-122,-514,0
17,441,-109,104,-178,852,-16,-109,402,-600,2
20,456,-58,142,-177,704,-116,-109,487,-611,0
20,607,-67,145,-93,1039,-16,-106,118,-609,2
22,637,-73,128,-190,1653,-16,-106,375,-917,2
21,1004,-67,258,-222,912,-16,-92,216,-975,2
21,1014,-104,162,-178,913,-16,-102,-295,-1507,2
24,1021,-98,164,-177,684,-16,-124,94,-1507,2
26,1004,-92,152,-174,621,-16,-121,-27,-1463,2
0,0,4,0,0,-46,0,-2,0,-256,1
0,-37,-8,11,3,-21,0,14,0,-251,1
0,-39,-8,11,13,-17,0,14,0,-265,1
3,-39,4,19,81,254,6,17,44,-261,1
4,-45,0,45,206,367,11,16,-16,-307,1
5,-63,2,86,46,476,9,15,65,-321,1
5,-105,33,76,177,670,18,29,75,-259,1
5,-111,26,87,148,672,20,27,120,-290,1
8,-117,39,147,73,678,11,47,0,-575,2
10,-123,53,120,149,846,12,52,55,-498,2
11,-132,85,191,177,1382,20,89,110,-406,2
11,-133,77,179,181,1196,19,86,110,-464,2
0,0,-23,0,0,-92,0,2,-25,-39,1
0,21,-21,-17,-26,11,0,-11,-25,-39,1
0,21,-21,-17,-26,11,0,-11,-42,-79,1
0,22,-22,-17,-29,3,0,-13,50,-164,1
-1,-4,-21,-19,-31,-4,0,-13,139,-180,1
-1,-18,-18,-16,-31,74,0,-12,0,74,1
-2,-22,-21,-50,-40,153,0,-14,-25,16,1
-2,25,-33,-64,-34,68,-7,-19,-75,-52,1
-2,27,-23,-52,-73,415,-7,-17,-110,40,1
-4,31,-19,-61,-96,37,-6,-22,65,-102,1
-4,33,-50,-58,-123,-341,-6,-22,47,-308,0
-4,4,-44,-55,-62,-611,-6,-20,-254,-580,0
-6,14,-14,-57,-105,-513,-6,-16,258,-666,0
-6,21,8,-97,-152,-643,-7,-16,-65,-627,0
-9,21,-47,-82,-127,-1008,-7,-53,-46,-830,0
-9,41,-17,-73,-137,-851,-7,-43,28,-767,0
-12,29,-39,-85,-150,-1253,-7,-52,-146,-868,0
-10,-141,1,-139,-152,-1109,-6,-37,-128,-874,0
-13,-121,18,-158,-163,-1526,-6,-43,-316,-627,0
-12,-96,33,-155,-202,-1292,-6,-47,-424,-570,0
-15,-163,42,-158,-237,-1286,-6,-51,-690,-594,0
-15,-218,73,-151,-188,-1047,-5,-83,-177,-509,0
-15,-326,61,-230,-216,-1181,-5,-90,-50,-758,0
-15,-278,70,-178,-197,-344,-4,-87,-59,-707,0
-17,-189,63,-187,-234,-306,-4,-89,103,-752,0
-21,-263,41,-170,-320,-1387,-4,-100,-662,-858,0
-21,-263,41,-170,-224,-891,-4,-100,-341,-858,0
0,0,-27,0,0,-27,0,-2,0,85,1
-1,-1,-44,6,-24,-192,0,1,154,35,1
-1,-1,-45,9,16,-197,0,1,0,38,1
-1,-3,-47,6,-18,-280,0,-2,184,14,1
-2,-5,-47,0,3,-279,0,-2,-20,-214,1
-3,-27,-43,9,-34,-196,-1,-1,-65,-194,1
-2,4,-70,-9,-43,-279,-2,-6,-210,10,1
-2,19,-70,22,-85,-246,-2,-7,18,-271,1
-5,30,-92,-53,-137,-586,-3,-11,19,-326,0
-5,-43,-85,-41,-30,-410,-3,-8,-87,-219,1
-5,-18,-97,-29,-85,-594,-2,-12,-68,-264,0
-5,51,-93,-54,-111,-656,-2,-16,-12,141,0
-5,59,-94,-91,-149,-969,-3,-40,-30,134,0
-8,49,-116,-62,-54,-969,-3,-48,19,-177,0
-9,51,-108,-84,-141,-536,-10,-46,135,-71,0
-11,83,-138,-108,-163,-1166,-11,-64,12,-193,0
-14,79,-137,-111,-67,-1388,-12,-60,58,79,0
-18,95,-150,-119,-225,-1395,-12,-68,100,68,0
-19,-6,-155,-132,-176,-1757,-12,-71,-56,-232,0
-21,-3,-149,-148,-108,-1356,-12,-93,-114,-177,0
-22,-59,-149,-148,-184,-2056,-12,-118,55,123,0
0,0,-13,0,0,-18,0,-2,-20,-146,1
0,-6,-13,8,-9,-88,0,-2,-373,-146,1
0,-6,-14,8,112,-87,0,-4,-3,-163,1
0,-6,-16,7,126,-189,0,-7,-1,-128,1
1,-11,-13,6,-32,-230,0,-4,114,-176,1
-2,-11,-20,0,2,-400,0,-7,189,-222,1
-2,-36,-14,-8,26,-834,7,-7,-80,-184,1
0,-16,4,-7,32,-756,8,-4,-104,-188,1
-2,-73,-4,-30,171,-1091,8,-6,20,-257,1
-2,-94,-59,-32,149,-1044,9,-13,379,-306,1
-2,-62,-51,-38,169,-939,9,-8,-35,-32,1
-3,-57,-50,-38,110,-901,9,-9,2,-66,1
-5,-185,-76,-20,166,-1762,9,-21,-65,-236,1
-6,-185,-80,-85,89,-1347,11,-2,-80,-127,1
-7,-243,-119,-88,137,-1516,11,-27,-80,-152,1
-5,-264,-119,-89,96,-1504,12,-27,96,-186,1
-8,-298,-125,-86,178,-1618,12,-28,47,-232,1
-8,-300,-140,-79,198,-1985,12,-65,65,122,1
-7,-238,-157,-155,185,-1651,12,-55,-24,165,1
-10,-266,-175,-179,216,-2068,14,-71,436,128,1
-11,-398,-135,-190,237,-2342,14,-50,-555,149,0
-10,-455,-182,-150,262,-2726,14,-60,47,105,1
-10,-455,-181,-148,302,-2609,14,-34,42,121,1
-11,-432,-145,-136,316,-2415,14,-18,181,201,1
-12,-432,-170,-131,284,-2150,14,-35,-228,220,1
-11,-499,-189,-142,446,-2421,14,-36,403,192,1
-8,-459,-233,-152,323,-1833,14,-34,-255,229,1
-7,-79,-226,-121,368,-1349,14,-36,225,342,1
-6,-53,-232,-147,329,-1460,14,-39,7,342,1
-6,-169,-238,-119,297,-1610,21,-40,78,308,1
-7,-203,-236,-170,328,-2509,21,-90,32,219,1
-8,-186,-225,-163,290,-2265,21,-86,112,327,1
-7,-284,-238,-283,366,-2823,21,-85,-216,143,0
-7,-509,-270,-416,357,-3148,21,-131,25,88,0
-11,-449,-274,-439,336,-3732,21,-118,-42,-57,0
-12,-517,-274,-439,336,-3737,21,-118,-18,-57,0
0,0,12,0,0,-84,0,-4,10,-248,1
0,0,6,-7,0,331,0,-4,10,-248,1
0,0,6,13,29,345,0,-4,101,-223,1
-1,-4,1,11,2,459,0,-8,206,-277,1
-1,-24,1,19,32,521,0,-9,322,-257,1
1,-24,-11,58,7,550,1,-16,44,-575,1
1,16,-11,56,187,390,0,-14,198,-867,1
1,16,-9,25,93,710,1,-15,-5,-818,1
3,3,-6,18,192,1255,2,-14,57,-987,1
3,3,-10,48,286,986,2,-12,296,-1056,1
1,1,-23,32,241,1210,0,-11,-134,-1101,1
1,16,-28,80,125,1097,0,-13,76,-1188,1
1,16,-28,42,100,1151,0,-12,-59,-1320,1
1,9,-14,96,288,988,1,-11,37,-1383,1
3,17,10,68,181,941,2,-1,-299,-1419,1
2,22,56,110,350,721,2,15,96,-1255,1
2,22,50,26,420,627,2,-15,-314,-1293,1
3,17,76,21,271,748,-4,-12,73,-1559,1
4,17,83,25,283,888,-5,-9,58,-1658,1
4,-7,115,27,410,1155,-4,-12,76,-1733,2
5,2,126,61,448,1064,4,-8,-146,-1722,2
7,2,133,95,320,1187,3,20,302,-1681,2
7,72,156,252,129,1354,4,23,298,-1688,2
7,72,156,230,259,1354,4,23,47,-1688,2
0,0,-8,0,0,-68,0,2,0,80,1
0,-24,10,4,8,-73,0,2,-51,55,1
0,-24,10,1,-21,-51,0,2,-51,5,1
2,-18,7,14,-23,-50,20,3,-67,-254,1
2,-42,16,37,-37,305,0,6,75,-219,1
4,-42,-2,56,-18,407,1,6,30,-336,1
3,-27,6,20,-16,623,1,4,203,-534,1
4,-32,12,9,-26,721,1,8,5,-568,1
0,0,-4,58,44,433,2,1,30,-758,1
1,-96,5,7,13,314,1,4,-264,-1131,1
2,-78,9,51,32,307,2,5,-11,-1226,1
-1,-69,11,-16,-27,-218,2,27,-160,-1042,1
-1,-160,27,66,-31,94,2,38,-90,-957,1
-1,-149,46,59,-12,-58,1,93,-317,-1337,1
-2,-162,56,-1,-30,20,1,126,-318,-1296,1
-2,-135,69,2,1,99,-6,130,-57,-1331,1
-4,-199,-29,-111,16,-88,-6,76,-68,-1426,1
-4,-133,41,-14,81,-547,-7,104,-30,-1247,1
-6,-174,30,-37,41,-687,-6,100,43,-1378,1
-10,-203,53,-22,43,-500,-6,106,-157,-1368,1
-10,-323,-25,-85,-58,-490,-7,70,5,-1347,1
-12,-451,-41,-183,-35,-614,-7,92,35,-1471,1
-11,-422,-31,-108,102,-369,1,90,-126,-1554,1
-13,-383,-41,-119,18,-822,0,86,223,-1650,1
0,0,12,0,0,-21,0,0,-15,180,1
0,-15,6,1,-13,-11,0,8,340,420,1
0,1,-3,-10,-48,-1,-5,8,169,445,1
0,-15,10,8,-38,73,-3,10,-81,556,1
-1,-15,3,8,-105,149,-8,10,-77,606,1
-1,-35,21,17,9,-191,0,6,50,451,1
-1,-24,12,-51,-100,30,-11,6,-259,495,1
-1,-62,35,-6,-79,155,-2,9,-40,524,1
-1,-60,52,-24,-106,50,-18,-2,-139,467,1
-1,-40,48,-29,-74,-202,-7,-3,-9,420,1
0,-73,57,23,-133,43,-19,0,15,773,1
-3,-13,48,25,-133,-204,-7,-2,157,739,1
-2,-36,49,19,-117,-60,-15,-3,-5,852,1
-4,0,50,9,-135,-375,-21,-2,-25,830,0
-4,39,27,-82,-140,-440,-21,-3,163,924,0
-6,56,31,-146,-185,-190,-21,24,-113,978,0
-7,-8,43,-81,-61,-297,-7,21,178,734,1
-6,-8,49,-127,-86,34,-8,23,-88,774,1
-7,-66,49,-136,-165,17,-21,24,-228,801,0
-8,19,53,-132,-98,396,-6,0,-236,1285,0
-9,27,35,-192,-133,187,-6,-15,-373,1518,0
-9,22,-10,-167,-105,237,-6,-15,-232,1557,0
-9,-244,-3,-257,-203,500,-23,67,-134,1634,0
-11,-204,-3,-321,-177,-182,1,19,-183,1486,0
-15,-124,-25,-302,-204,-734,-15,12,17,1317,0
0,0,9,0,0,12,0,0,-20,62,1
0,1,9,6,18,82,0,0,-23,62,1
1,1,39,14,24,70,-1,0,-23,12,1
1,4,36,24,62,24,-1,-1,-95,-88,1
1,-2,46,25,20,265,-1,3,-191,-39,1
0,5,29,28,69,177,-1,2,96,-150,1
0,-2,29,13,4,12,-2,2,-153,-174,1
0,28,45,22,-10,682,-2,33,-63,-95,1
1,28,50,49,29,834,-2,34,-43,-32,1
2,30,50,83,44,789,-2,34,-80,-81,1
2,78,55,79,47,720,-2,35,-8,-68,1
2,59,51,77,54,583,-2,34,-8,-121,1
0,0,25,0,0,147,0,2,15,-483,1
0,-15,25,5,17,152,0,2,9,-483,1
0,-15,25,6,-117,156,5,2,9,-508,1
1,-18,26,22,58,150,0,3,-267,-713,1
1,7,25,19,74,87,7,4,-247,-678,1
2,18,30,21,52,279,7,5,-133,-1018,1
1,32,38,26,-31,453,8,9,61,-1028,1
0,4,39,-15,48,440,8,-17,257,-1136,1
-3,29,41,-62,2,822,15,-5,264,-1196,1
-1,-12,45,-9,65,229,20,-21,-63,-1315,1
0,-61,52,-27,18,412,16,-19,28,-1621,1
-3,-47,62,-7,32,270,17,5,239,-1774,1
0,-51,63,-66,-22,356,18,-4,-33,-1871,1
4,-39,86,-58,18,612,20,10,17,-1849,1
4,-39,84,-62,13,729,25,10,37,-2025,1
4,-24,116,-66,48,1031,21,24,-174,-2273,2
3,3,80,-61,90,393,14,42,-98,-2854,1
4,-22,94,-59,94,765,14,73,49,-2863,2
6,-21,138,-47,68,380,14,105,-46,-2933,2
2,-24,107,-45,33,441,14,88,-119,-3090,2
1,-49,124,-38,53,934,14,102,-115,-3235,2
-2,-67,75,-89,-39,482,14,71,-311,-3378,1
-3,-11,131,-18,72,1028,14,106,-47,-3439,2
-4,-72,226,-28,-219,418,19,183,-559,-3745,2
-6,-125,147,-66,19,247,14,79,-259,-3921,1
-8,-133,122,-367,-88,-222,6,-34,-431,-4124,0
-8,-179,134,-68,68,183,24,8,-46,-4158,1
-11,-257,116,-10,65,212,14,4,203,-4607,1
-11,-307,54,-45,11,250,24,-13,-101,-4654,1
-16,-247,43,-96,-52,211,14,-18,-166,-4777,1
-16,-247,43,-96,-70,211,14,-18,-214,-4777,1
0,0,-8,0,0,-19,0,4,10,369,1
0,27,-8,-9,8,81,0,-12,10,369,1
0,27,-5,-7,9,159,0,-11,10,412,1
0,28,-7,-6,55,144,0,-10,10,468,1
-1,44,-4,6,56,181,0,-7,10,527,1
-2,30,-6,-32,-28,-90,0,-10,-40,527,1
-2,31,3,-12,25,343,8,-4,10,564,1
-3,22,12,-9,-51,102,-9,-10,55,528,1
-3,31,19,-28,-15,304,7,-4,35,875,1
-4,29,13,-61,-14,320,8,-9,35,1024,1
-3,128,21,-24,32,675,-8,-3,15,1343,1
-1,102,41,-19,-39,929,-9,7,-225,1483,1
0,158,42,-68,6,799,-8,7,284,1460,1
0,162,8,-24,31,922,-8,-27,-30,1537,1
-1,185,11,-38,-27,948,-9,1,270,1141,1
0,237,-13,-53,-10,1403,-9,-31,-10,1235,1
-1,276,-18,-95,-120,1314,-9,-32,-546,1222,0
-1,298,-4,-121,-16,1159,-8,-9,-161,1585,1
-4,284,-20,-63,-27,858,-9,-15,2,1477,1
-7,183,-48,-136,-11,321,-10,-18,140,1416,0
-7,99,-29,-133,-30,213,-10,14,-196,1508,0
-4,195,18,-49,11,1020,-8,-4,-65,1806,1
-3,301,52,-44,95,1782,-8,-33,47,2158,2
-4,273,99,-103,59,1289,-8,-26,409,2134,2
-8,210,83,-166,22,918,-8,-30,164,2057,1
-8,204,83,-102,2,524,-8,-164,-105,2107,0
-10,186,81,-102,33,415,12,-165,73,2110,0
-12,256,110,-163,-87,692,-8,-170,-226,2359,0
-13,65,103,-291,-17,413,-8,-204,67,2198,0
-13,77,107,-309,-10,566,12,-202,24,2287,0
-17,77,102,-267,-16,443,-8,-204,29,2241,0
0,0,-15,0,0,-57,0,-2,0,436,1
0,45,-3,-8,-7,78,0,-10,-5,196,1
0,45,-3,-10,-43,72,0,-11,-69,182,1
0,42,-3,3,123,97,0,-11,17,150,1
-1,42,-8,-13,-7,185,0,-13,45,59,1
-1,69,-16,-26,42,21,0,-16,-20,-25,1
-3,18,8,-28,43,219,0,-14,55,-224,1
-4,41,2,-19,-141,66,7,-16,-101,-249,1
-1,40,5,-42,-22,227,8,-14,-116,-271,1
-2,107,5,-49,-68,241,8,-13,-45,-2,1
0,57,6,-46,43,272,7,-13,-104,-14,1
-1,69,59,-69,-25,503,8,-11,30,28,1
0,55,55,-61,19,415,7,-12,-95,255,1
1,112,87,-49,13,673,15,-9,-59,30,1
2,122,92,-57,62,789,15,-6,-183,71,1
2,196,107,-53,35,1022,15,-8,-342,-26,2
5,154,155,-79,63,1279,15,14,-180,-218,2
3,174,141,-85,-28,649,15,9,-96,-48,2
6,192,156,-136,80,986,15,42,-103,313,2
5,165,131,-77,84,812,15,13,28,567,2
4,200,129,-106,146,1167,15,12,-276,587,2
5,222,121,-151,134,1107,15,57,-111,573,2
4,150,115,-116,76,1022,14,58,-39,841,2
4,102,102,-111,142,870,14,60,-154,935,2
2,82,93,-79,66,324,14,56,-118,877,1
3,164,74,-122,203,121,14,75,-262,655,1
5,127,81,-119,113,89,14,75,-528,686,2
7,176,38,-156,118,-41,15,41,-37,735,1
6,103,57,-150,131,-158,15,76,-159,480,1
6,319,23,72,141,-3,15,-13,-3,513,1
11,289,89,131,178,-4,15,38,-188,747,2
11,289,89,131,148,-4,15,38,-211,747,2
0,0,-13,0,0,-124,0,2,5,-435,1
0,0,-13,-8,3,51,0,2,374,-410,1
0,0,59,-8,78,40,0,22,8,-437,1
1,0,-12,-9,28,42,0,5,-202,-506,1
0,0,60,11,43,30,0,25,226,-576,1
0,0,-13,-59,34,34,0,4,-264,-500,1
-1,35,-13,-34,122,-107,0,6,2,-578,1
0,35,26,-51,48,296,0,11,-268,-357,1
0,35,107,-106,85,138,0,27,-23,-449,1
2,42,2,-66,32,360,-7,9,-130,-462,1
2,82,6,-108,188,459,-6,11,-99,-178,1
5,82,12,-52,268,403,-6,-11,132,-182,1
5,82,106,-39,24,346,-6,10,132,-187,2
6,75,50,-35,227,605,-5,25,89,-261,2
6,75,56,-6,91,547,2,28,-213,-273,2
5,55,47,14,233,55,2,24,63,-300,1
4,55,51,6,91,119,2,2,407,-352,1
3,80,42,-45,94,-42,2,0,-7,-390,1
2,120,42,-62,113,-430,3,1,-4,-110,1
6,100,6,-52,84,-612,4,2,-255,-100,1
6,100,39,-4,229,-106,4,1,313,-95,1
7,75,28,-24,178,-729,5,-1,419,-161,1
10,75,71,19,522,-217,6,4,285,-94,1
9,75,41,12,204,-560,6,5,56,-94,1
7,75,68,9,165,-901,6,1,184,-242,1
6,105,85,-3,260,-925,6,2,34,-245,1
6,105,303,-2,220,-1059,-1,43,51,-253,2
7,105,30,10,194,-914,6,3,185,-277,1
8,87,262,-31,402,-1337,5,47,-104,-277,2
